timestamp,source,cve_id,description,model,attack_type,cvss_score,severity,cwe_ids,published,keyword_match,eu_ai_act_risk,success_rate,defense_efficacy,defense_mechanism,defense_mature,new_technique,threat_score,atlas_id,name,tactic,record_type,owasp_id
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may exfiltrate private information via {{ create_internal_link(inference_api) }}.
AI Models have been shown leak private information about their training data (e.g.  {{ create_internal_link(membership_inference) }}, {{ create_internal_link(model_inversion) }}).
The model itself may also be extracted ({{ create_internal_link(extract_model) }}) for the purposes of {{ create_internal_link(ip_theft) }}.

Exfiltration of information relating to private training data raises privacy concern",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0024,Exfiltration via AI Inference API,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may infer the membership of a data sample or global characteristics of the data in its training set, which raises privacy concerns.
Some strategies make use of a shadow model that could be obtained via {{ create_internal_link(replicate_model) }}, others use statistics of model prediction scores.

This can cause the victim model to leak private information, such as PII of those in the training set or other forms of protected IP.",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0024.000,Infer Training Data Membership,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"AI models' training data could be reconstructed by exploiting the confidence scores that are available via an inference API.
By querying the inference API strategically, adversaries can back out potentially private information embedded within the training data.
This could lead to privacy violations if the attacker can reconstruct the data of sensitive features used in the algorithm.",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0024.001,Invert AI Model,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may extract a functional copy of a private model.
By repeatedly querying the victim's {{ create_internal_link(inference_api) }}, the adversary can collect the target model's inferences into a dataset.
The inferences are used as labels for training a separate model offline that will mimic the behavior and performance of the target model.

Adversaries may extract the model to avoid paying per query in an artificial-intelligence-as-a-service (AIaaS) setting.
Model extraction is used for",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0024.002,Extract AI Model,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may exfiltrate AI artifacts or other information relevant to their goals via traditional cyber means.

See the ATT&CK [Exfiltration](https://attack.mitre.org/tactics/TA0010/) tactic for more information.",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0025,Exfiltration via Cyber Means,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may target AI-enabled systems with a flood of requests for the purpose of degrading or shutting down the service.
Since many AI systems require significant amounts of specialized compute, they are often expensive bottlenecks that can become overloaded.
Adversaries can intentionally craft inputs that require heavy amounts of useless compute from the AI system.",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0029,Denial of AI Service,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may spam the AI system with chaff data that causes increase in the number of detections.
This can cause analysts at the victim organization to waste time reviewing and correcting incorrect inferences.

Adversaries may also spam AI agents with excessive low-severity auditable events or agentic actions that require a human-in-the-loop, wasting time for the victim organization in human review of the agentic AI system.",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0046,Spamming AI System with Chaff Data,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may degrade the target model's performance with adversarial data inputs to erode confidence in the system over time.
This can lead to the victim organization wasting time and money both attempting to fix the system and performing the tasks it was meant to automate by hand.
",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0031,Erode AI Model Integrity,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may target different AI services to send useless queries or computationally expensive inputs to increase the cost of running services at the victim organization.
Sponge examples are a particular type of adversarial data designed to maximize energy consumption and thus operating cost.",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0034,Cost Harvesting,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may collect AI artifacts for {{ create_internal_link(exfiltration) }} or for use in {{ create_internal_link(ml_attack_staging) }}.
AI artifacts include models and datasets as well as other telemetry data produced when interacting with a model.",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0035,AI Artifact Collection,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may leverage information repositories to mine valuable information.
Information repositories are tools that allow for storage of information, typically to facilitate collaboration or information sharing between users, and can store a wide variety of data that may aid adversaries in further objectives, or direct access to the target information.

Information stored in a repository may vary based on the specific instance or environment.
Specific common information repositories include ",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0036,Data from Information Repositories,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may search local system sources, such as file systems and configuration files or local databases, to find files of interest and sensitive data prior to Exfiltration.

This can include basic fingerprinting information and sensitive data such as ssh keys.
",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0037,Data from Local System,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries can verify the efficacy of their attack via an inference API or access to an offline copy of the target model.
This gives the adversary confidence that their approach works and allows them to carry out the attack at a later time of their choosing.
The adversary may verify the attack once but use it against many edge devices running copies of the target model.
The adversary may verify their attack digitally, then deploy it in the {{ create_internal_link(physical_env) }} at a later tim",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0042,Verify Attack,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversarial data are inputs to an AI model that have been modified such that they cause the adversary's desired effect in the target model.
Effects can range from misclassification, to missed detections, to maximizing energy consumption.
Typically, the modification is constrained in magnitude or location so that a human still perceives the data as if it were unmodified, but human perceptibility may not always be a concern depending on the adversary's intended effect.
For example, an adversarial ",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0043,Craft Adversarial Data,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"In White-Box Optimization, the adversary has full access to the target model and optimizes the adversarial example directly.
Adversarial examples trained in this manner are most effective against the target model.
",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0043.000,White-Box Optimization,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"In Black-Box attacks, the adversary has black-box (i.e. {{ create_internal_link(inference_api) }} via API access) access to the target model.
With black-box attacks, the adversary may be using an API that the victim is monitoring.
These attacks are generally less effective and require more inferences than {{ create_internal_link(craft_adv_whitebox) }} attacks, but they require much less access.
",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0043.001,Black-Box Optimization,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"In Black-Box Transfer attacks, the adversary uses one or more proxy models (trained via {{ create_internal_link(train_proxy_model) }} or {{ create_internal_link(replicate_model) }}) they have full access to and are representative of the target model.
The adversary uses {{ create_internal_link(craft_adv_whitebox) }} on the proxy models to generate adversarial examples.
If the set of proxy models are close enough to the target model, the adversarial example should generalize from one to another.
T",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0043.002,Black-Box Transfer,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may manually modify the input data to craft adversarial data.
They may use their knowledge of the target model to modify parts of the data they suspect helps the model in performing its task.
The adversary may use trial and error until they are able to verify they have a working adversarial input.
",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0043.003,Manual Modification,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"The adversary may add a perceptual trigger into inference data.
The trigger may be imperceptible or non-obvious to humans.
This technique is used in conjunction with {{ create_internal_link(poison_model) }} and allows the adversary to produce their desired effect in the target model.
",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0043.004,Insert Backdoor Trigger,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may abuse their access to a victim system and use its resources or capabilities to further their goals by causing harms external to that system.
These harms could affect the organization (e.g. Financial Harm, Reputational Harm), its users (e.g. User Harm), or the general public (e.g. Societal Harm).
",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0048,External Harms,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Financial harm involves the loss of wealth, property, or other monetary assets due to theft, fraud or forgery, or pressure to provide financial resources to the adversary.
",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0048.000,Financial Harm,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Reputational harm involves a degradation of public perception and trust in organizations.  Examples of reputation-harming incidents include scandals or false impersonations.
",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0048.001,Reputational Harm,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Societal harms might generate harmful outcomes that reach either the general public or specific vulnerable groups such as the exposure of children to vulgar content.
",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0048.002,Societal Harm,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"User harms may encompass a variety of harm types including financial and reputational that are directed at or felt by individual victims of the attack rather than at the organization level.
",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0048.003,User Harm,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may exfiltrate AI artifacts to steal intellectual property and cause economic harm to the victim organization.

Proprietary training data is costly to collect and annotate and may be a target for {{ create_internal_link(exfiltration) }} and theft.

AIaaS providers charge for use of their API.
An adversary who has stolen a model via {{ create_internal_link(exfiltration) }} or via {{ create_internal_link(extract_model) }} now has unlimited use of that service without paying the owner o",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0048.004,AI Intellectual Property Theft,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may attempt to take advantage of a weakness in an Internet-facing computer or program using software, data, or commands in order to cause unintended or unanticipated behavior. The weakness in the system can be a bug, a glitch, or a design vulnerability. These applications are often websites, but can include databases (like SQL), standard services (like SMB or SSH), network device administration and management protocols (like SNMP and Smart Install), and any other applications with In",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0049,Exploit Public-Facing Application,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may abuse command and script interpreters to execute commands, scripts, or binaries. These interfaces and languages provide ways of interacting with computer systems and are a common feature across many different platforms. Most systems come with some built-in command-line interface and scripting capabilities, for example, macOS and Linux distributions include some flavor of Unix Shell while Windows installations include the Windows Command Shell and PowerShell.

There are also cross",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0050,Command and Scripting Interpreter,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"An adversary may craft malicious prompts as inputs to an LLM that cause the LLM to act in unintended ways.
These ""prompt injections"" are often designed to cause the model to ignore aspects of its original instructions and follow the adversary's instructions instead.

Prompt Injections can be an initial access vector to the LLM that provides the adversary with a foothold to carry out other steps in their operation.
They may be designed to bypass defenses in the LLM, or allow the adversary to issu",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0051,LLM Prompt Injection,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"An adversary may inject prompts directly as a user of the LLM. This type of injection may be used by the adversary to gain a foothold in the system or to misuse the LLM itself, as for example to generate harmful content.
",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0051.000,Direct,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"An adversary may inject prompts indirectly via separate data channel ingested by the LLM such as include text or multimedia pulled from databases or websites.
These malicious prompts may be hidden or obfuscated from the user. This type of injection may be used by the adversary to gain a foothold in the system or to target an unwitting user of the system.
",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0051.001,Indirect,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may send phishing messages to gain access to victim systems. All forms of phishing are electronically delivered social engineering. Phishing can be targeted, known as spearphishing. In spearphishing, a specific individual, company, or industry will be targeted by the adversary. More generally, adversaries can conduct non-targeted phishing, such as in mass malware spam campaigns.

Generative AI, including LLMs that generate synthetic text, visual deepfakes of faces, and audio deepfake",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0052,Phishing,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may turn LLMs into targeted social engineers.
LLMs are capable of interacting with users via text conversations.
They can be instructed by an adversary to seek sensitive information from a user and act as effective social engineers.
They can be targeted towards particular personas defined by the adversary.
This allows adversaries to scale spearphishing efforts and target individuals to reveal private information such as credentials to privileged systems.
",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0052.000,Spearphishing via Social Engineering LLM,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may use their access to an AI agent to invoke tools the agent has access to. LLMs are often connected to other services or resources via tools to increase their capabilities. Tools may include integrations with other applications, access to public or private data sources, and the ability to execute code.

This may allow adversaries to execute API calls to integrated applications or services, providing the adversary with increased privileges on the system. Adversaries may take advanta",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0053,AI Agent Tool Invocation,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"An adversary may use a carefully crafted {{ create_internal_link(llm_prompt_injection) }} designed to place LLM in a state in which it will freely respond to any user input, bypassing any controls, restrictions, or guardrails placed on the LLM.
Once successfully jailbroken, the LLM can be used in unintended ways by the adversary.
",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0054,LLM Jailbreak,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may search compromised systems to find and obtain insecurely stored credentials.
These credentials can be stored and/or misplaced in many locations on a system, including plaintext files (e.g. bash history), environment variables, operating system, or application-specific repositories (e.g. Credentials in Registry), or other specialized files/artifacts (e.g. private keys).
",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0055,Unsecured Credentials,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may attempt to extract a large language model's (LLM) system prompt. This can be done via prompt injection to induce the model to reveal its own system prompt or may be extracted from a configuration file.

System prompts can be a portion of an AI provider's competitive advantage and are thus valuable intellectual property that may be targeted by adversaries.",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0056,Extract LLM System Prompt,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may craft prompts that induce the LLM to leak sensitive information.
This can include private user data or proprietary information.
The leaked information may come from proprietary training data, data sources the LLM is connected to, or information from other users of the LLM.
",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0057,LLM Data Leakage,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,Adversaries may publish a poisoned model to a public location such as a model registry or code repository. The poisoned model may be a novel model or a poisoned variant of an existing open-source model. This model may be introduced to a victim system via {{ create_internal_link(supply_chain) }}.,generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0058,Publish Poisoned Models,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may poison or manipulate portions of a dataset to reduce its usefulness, reduce trust, and cause users to waste resources correcting errors.",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0059,Erode Dataset Integrity,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may develop malicious software packages that when imported by a user have a deleterious effect.
Malicious packages may behave as expected to the user. They may be introduced via {{ create_internal_link(supply_chain) }}. They may not present as obviously malicious to the user and may appear to be useful for an AI-related task.",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0011.001,Malicious Package,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may create an entity they control, such as a software package, website, or email address to a source hallucinated by an LLM. The hallucinations may take the form of package names commands, URLs, company names, or email addresses that point the victim to the entity controlled by the adversary. When the victim interacts with the adversary-controlled entity, the attack can proceed.",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0060,Publish Hallucinated Entities,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"An adversary may use a carefully crafted {{ create_internal_link(llm_prompt_injection) }} designed to cause the LLM to replicate the prompt as part of its output. This allows the prompt to propagate to other LLMs and persist on the system. The self-replicating prompt is typically paired with other malicious instructions (ex: {{ create_internal_link(llm_jailbreak) }}, {{ create_internal_link(llm_data_leakage) }}).",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0061,LLM Prompt Self-Replication,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may prompt large language models and identify hallucinated entities.
They may request software packages, commands, URLs, organization names, or e-mail addresses, and identify hallucinations with no connected real-world source. Discovered hallucinations provide the adversary with potential targets to {{ create_internal_link(publish_hallucinated_entities) }}. Different LLMs have been shown to produce the same hallucinations, so the hallucinations exploited by an adversary may affect us",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0062,Discover LLM Hallucinations,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may acquire domains that can be used during targeting. Domain names are the human readable names used to represent one or more IP addresses. They can be purchased or, in some cases, acquired for free.

Adversaries may use acquired domains for a variety of purposes (see [ATT&CK](https://attack.mitre.org/techniques/T1583/001/)). Large AI datasets are often distributed as a list of URLs to individual datapoints. Adversaries may acquire expired domains that are included in these datasets",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0008.002,Domains,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may acquire or manufacture physical countermeasures to aid or support their attack.

These components may be used to disrupt or degrade the model, such as adversarial patterns printed on stickers or T-shirts, disguises, or decoys. They may also be used to disrupt or degrade the sensors used in capturing data, such as laser pointers, light bulbs, or other tools.",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0008.003,Physical Countermeasures,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may discover model outputs, such as class scores, whose presence is not required for the system to function and are not intended for use by the end user. Model outputs may be found in logs or may be included in API responses.
Model outputs may enable the adversary to identify weaknesses in the model and develop attacks.",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0063,Discover AI Model Outputs,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may search for and obtain generative AI models or tools, such as large language models (LLMs), to assist them in various steps of their operation. Generative AI can be used in a variety of malicious ways, such as to generating malware, to {{ create_internal_link(gen_deepfake) }}, to {{ create_internal_link(gen_commands) }}, for {{ create_internal_link(content_crafting) }}, or to generate {{ create_internal_link(phishing) }} content.

Adversaries may obtain open source models and serv",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0016.002,Generative AI,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may identify data sources used in retrieval augmented generation (RAG) systems for targeting purposes. By pinpointing these sources, attackers can focus on poisoning or otherwise manipulating the external data repositories the AI relies on.

RAG-indexed data may be identified in public documentation about the system, or by interacting with the system directly and observing any indications of or references to external data sources.",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0064,Gather RAG-Indexed Targets,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may use their acquired knowledge of the target generative AI system to craft prompts that bypass its defenses and allow malicious instructions to be executed.

The adversary may iterate on the prompt to ensure that it works as-intended consistently.",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0065,LLM Prompt Crafting,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may write content designed to be retrieved by user queries and influence a user of the system in some way. This abuses the trust the user has in the system.

The crafted content can be combined with a prompt injection. It can also stand alone in a separate document or email. The adversary must get the crafted content into the victim\u0027s database, such as a vector database used in a retrieval augmented generation (RAG) system. This may be accomplished via cyber access, or by abusin",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0066,Retrieval Content Crafting,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may utilize prompts to a large language model (LLM) which manipulate various components of its response in order to make it appear trustworthy to the user. This helps the adversary continue to operate in the victim's environment and evade detection by the users it interacts with.

The LLM may be instructed to tailor its language to appear more trustworthy to the user or attempt to manipulate the user to take certain actions. Other response components that could be manipulated include",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0067,LLM Trusted Output Components Manipulation,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may hide or otherwise obfuscate prompt injections or retrieval content to avoid detection from humans, large language model (LLM) guardrails, or other detection mechanisms.

For text inputs, this may include modifying how the instructions are rendered such as small text, text colored the same as the background, or hidden HTML elements. For multi-modal inputs, malicious instructions could be hidden in the data itself (e.g. in the pixels of an image) or in file metadata (e.g. EXIF for ",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0068,LLM Prompt Obfuscation,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"The adversary is trying to discover something about the large language model's (LLM) system information. This may be found in a configuration file containing the system instructions or extracted via interactions with the LLM. The desired information may include the full system prompt, special characters that have significance to the LLM or keywords indicating functionality available to the LLM. Information about how the LLM is instructed can be used by the adversary to understand the system's ca",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0069,Discover LLM System Information,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may discover delimiters and special characters sets used by the large language model. For example, delimiters used in retrieval augmented generation applications to differentiate between context and user prompts. These can later be exploited to confuse or manipulate the large language model into misbehaving.",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0069.000,Special Character Sets,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may discover keywords that have special meaning to the large language model (LLM), such as function names or object names. These can later be exploited to confuse or manipulate the LLM into misbehaving and to make calls to plugins the LLM has access to.",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0069.001,System Instruction Keywords,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,Adversaries may discover a large language model's system instructions provided by the AI system builder to learn about the system's capabilities and circumvent its guardrails.,generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0069.002,System Prompt,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may inject malicious content into data indexed by a retrieval augmented generation (RAG) system to contaminate a future thread through RAG-based search results. This may be accomplished by placing manipulated documents in a location the RAG indexes (see {{ create_internal_link(gather_rag_targets) }}).

The content may be targeted such that it would always surface as a search result for a specific user query. The adversary's content may include false or misleading information. It may ",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0070,RAG Poisoning,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may introduce false entries into a victim's retrieval augmented generation (RAG) database. Content designed to be interpreted as a document by the large language model (LLM) used in the RAG system is included in a data source being ingested into the RAG database. When RAG entry including the false document is retrieved, the LLM is tricked into treating part of the retrieved content as a false RAG result. 

By including a false RAG document inside of a regular RAG entry, it bypasses d",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0071,False RAG Entry Injection,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may manipulate the citations provided in an AI system's response, in order to make it appear trustworthy. Variants include citing a providing the wrong citation, making up a new citation, or providing the right citation but for adversary-provided data.",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0067.000,Citations,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may embed malicious code into AI Model files.
AI models may be packaged as a combination of instructions and weights.
Some formats such as pickle files are unsafe to deserialize because they can contain unsafe calls such as exec.
Models with embedded malware may still operate as expected.
It may allow them to achieve Execution, Command & Control, or Exfiltrate Data.",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0018.002,Embed Malware,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"An adversary may compromise a victim's container registry by pushing a manipulated container image and overwriting an existing container name and/or tag. Users of the container registry as well as automated CI/CD pipelines may pull the adversary's container image, compromising their AI Supply Chain. This can affect development and deployment environments.

Container images may include AI models, so the compromised image could have an AI model which was manipulated by the adversary (See {{ create",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0010.004,Container Registry,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may utilize a reverse shell to communicate and control the victim system.

Typically, a user uses a client to connect to a remote machine which is listening for connections. With a reverse shell, the adversary is listening for incoming connections initiated from the victim system.",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0072,Reverse Shell,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may impersonate a trusted person or organization in order to persuade and trick a target into performing some action on their behalf. For example, adversaries may communicate with victims (via {{ create_internal_link(phishing) }}, or {{ create_internal_link(llm_phishing) }}) while impersonating a known sender such as an executive, colleague, or third-party vendor. Established trust can then be leveraged to accomplish an adversary's ultimate goals, possibly against multiple victims.

",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0073,Impersonation,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may attempt to manipulate features of their artifacts to make them appear legitimate or benign to users and/or security tools. Masquerading occurs when the name or location of an object, legitimate or malicious, is manipulated or abused for the sake of evading defenses and observation. This may include manipulating file metadata, tricking users into misidentifying the file type, and giving legitimate task or service names.",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0074,Masquerading,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may attempt to enumerate the cloud services running on a system after gaining access. These methods can differ from platform-as-a-service (PaaS), to infrastructure-as-a-service (IaaS), software-as-a-service (SaaS), or AI-as-a-service (AIaaS). Many services exist throughout the various cloud providers and can include Continuous Integration and Continuous Delivery (CI/CD), Lambda Functions, Entra ID, AI Inference, Generative AI, Agentic AI, etc. They may also include security services,",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0075,Cloud Service Discovery,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,An adversary may purposefully corrupt a malicious AI model file so that it cannot be successfully deserialized in order to evade detection by a model scanner. The corrupt model may still successfully execute malicious code before deserialization fails.,generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0076,Corrupt AI Model,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"An adversary may get a large language model (LLM) to respond with private information that is hidden from the user when the response is rendered by the user's client. The private information is then exfiltrated. This can take the form of rendered images, which automatically make a request to an adversary controlled server. 

The adversary gets AI to present an image to the user, which is rendered by the user's client application with no user clicks required. The image is hosted on an attacker-co",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0077,LLM Response Rendering,,technique,
